Nazwa;KOSZT;KOSZ Z MARŻĄ;Pomiń marże;Opis;Main Flaga;Flaga;ItemCategory;ItemType;ItemGroupType;PLIK;Stackowanie;Instancja[OLD];visualInstance;Instancja [SAGA3];Waga;Tier;adminRank;hideNick;Liczba użyć;Stamina 1 Hit;HP 1 hit;Mana 1 Hit;Stamina;HP;MANA;Rodzaj Obrażeń;DMG;Zasięg;W: Siła;W: Zręczność;W: Inteligencja;healing_tick;efekt czaru;Instancja przemiany;HP przemiany;W: Krąg;W: Mana;runeType;Przedmiot do naprawy;Wytrzymałość;canRob;Podatek Silden %;Podatek Geldern %;expirationTime;foodType;enduranceCost;arrowSpeed;Obuchowa;Pociski;Sieczna;Magia;Ogień;Upadek;Profesja;Kategoria;model nazwa;Do katalogu?
Pika bojowa;62,50;85,90;FAŁSZ;Długa broń drzewcowa, stworzona do walki.;ITEM_CAT_NF;ITEM_FLAG_2HD_OBUCH;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;ITMW_2H_SPEAR_06;-;ITMW_GS_2H_34;4;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_BLUNT;25;95;15;4;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Mały zestaw naprawczy do broni;250;PRAWDA;5;5;BRAK;BRAK;0,5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kowal;Obuchy;ItMw_020_2h_Nov_Staff_01.3ds;PRAWDA
Ciężka laga;110,80;147,48;FAŁSZ;Kawałek grubszej gałęzi, używany jako oręż.;ITEM_CAT_NF;ITEM_FLAG_2HD_OBUCH;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;ITMW_ADDON_KEULE_1H_01;-;ITMW_GS_2H_35;4;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_BLUNT;35;95;24;6;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Mały zestaw naprawczy do broni;275;PRAWDA;5;5;BRAK;BRAK;0,5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kowal;Obuchy;ItMW_Club_1H_01.3ds;PRAWDA
Wzmocniona pika bojowa;143,68;193,17;FAŁSZ;Wytrzymalsza i cięższa wersja piki.;ITEM_CAT_NF;ITEM_FLAG_2HD_OBUCH;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;ITMW_2H_SPEAR_14;-;ITMW_GS_2H_36;5;2;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_BLUNT;45;105;32;8;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Mały zestaw naprawczy do broni;300;PRAWDA;5;5;BRAK;BRAK;0,5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kowal;Obuchy;ItMw_2h_spear_14.3ds;PRAWDA
Kolczasty kij;162,28;221,01;FAŁSZ;Kij z zakończony zaostrzeniami.;ITEM_CAT_NF;ITEM_FLAG_2HD_OBUCH;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;ITMW_STABKEULE_GENERATE;-;ITMW_GS_2H_37;5;2;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_BLUNT;55;105;35;9;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Mały zestaw naprawczy do broni;300;PRAWDA;5;5;BRAK;BRAK;0,5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kowal;Obuchy;ItMw_032_2h_staff_03.3ds;PRAWDA
Przebijak;224,75;299,63;FAŁSZ;Wydłużona pałka wyposażona w małe gwoździe.;ITEM_CAT_NF;ITEM_FLAG_2HD_OBUCH;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;ITMW_2H_SPEAR_09_NORMAL;-;ITMW_GS_2H_38;5;2;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_BLUNT;60;105;38;10;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Mały zestaw naprawczy do broni;325;PRAWDA;5;5;BRAK;BRAK;0,5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kowal;Obuchy;ItMw_2h_spear_09.3ds;PRAWDA
Wpieniacz;278,15;371,31;FAŁSZ;Średniej wielkości młot, idealny dla poddenerwowanych poszukiwaczy przygód.;ITEM_CAT_NF;ITEM_FLAG_2HD_OBUCH;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;ITMW_PATRON_SZPERLACZ;-;ITMW_GS_2H_39;5;2;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_BLUNT;65;105;45;11;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Mały zestaw naprawczy do broni;325;PRAWDA;5;5;BRAK;BRAK;0,5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kowal;Obuchy;KM_ItMw_1H_Hammer_03.3ds;PRAWDA
Sługa wichru;327,23;436,54;FAŁSZ;Podczas uderzenia da się poczuć mocny podmuch wiatru.;ITEM_CAT_NF;ITEM_FLAG_2HD_OBUCH;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;ITMW_ADDON_KEULE_2H_01;-;ITMW_GS_2H_40;5;2;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_BLUNT;70;105;48;12;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Mały zestaw naprawczy do broni;350;PRAWDA;5;5;BRAK;BRAK;0,5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kowal;Obuchy;ItMW_Club_2H_01.3ds;PRAWDA
Maczuga półświatku;423,63;626,01;FAŁSZ;Prosta, toporna broń, której używają uliczni bandyci i zbiry, wykonana z kawałka drewna wzmocnionego żelazem.;ITEM_CAT_NF;ITEM_FLAG_2HD_OBUCH;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;ITMW_2H_MACE_01_GENERATE;-;ITMW_GS_2H_41;5,5;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_BLUNT;75;115;52;13;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do broni;350;PRAWDA;5;5;BRAK;BRAK;0,5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kowal;Obuchy;KM_ItMw_2h_Mace_01.3ds;PRAWDA
Maczuga barbarzyńcy;489,29;722,51;FAŁSZ;Solidna, prosta maczuga, zaprojektowana by zadawać dotkliwe obrażenia obuchowe.;ITEM_CAT_NF;ITEM_FLAG_2HD_OBUCH;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;ITMW_2H_FROGMACE;-;ITMW_GS_2H_42;5,5;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_BLUNT;80;115;55;15;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do broni;375;PRAWDA;5;5;BRAK;BRAK;0,5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kowal;Obuchy;KM_FrogMace.3ds;PRAWDA
Warchlak;582,83;858,77;FAŁSZ;Mniejsza wersja Knura.;ITEM_CAT_NF;ITEM_FLAG_2HD_OBUCH;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;ITMW_2H_MACE_02_NORMAL;-;ITMW_GS_2H_43;5,5;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_BLUNT;90;115;60;16;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do broni;375;PRAWDA;5;5;BRAK;BRAK;0,5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kowal;Obuchy;KM_ItMw_2h_Mace_02.3ds;PRAWDA
Kolczasta pałka;639,83;949,63;FAŁSZ;Długa broń naostrzona kolcami.;ITEM_CAT_NF;ITEM_FLAG_2HD_OBUCH;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;ITMW_2H_DEX_BLUNT_04;-;ITMW_GS_2H_44;5,5;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_BLUNT;90;115;65;18;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do broni;375;PRAWDA;5;5;BRAK;BRAK;0,5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kowal;Obuchy;KM_2h_blunt_dex_04.3ds;PRAWDA
Górski kaznodzieja;723,38;1 078,63;FAŁSZ;Młot który ogłasza twoją rychłą zgube.;ITEM_CAT_NF;ITEM_FLAG_2HD_OBUCH;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;ITMW_2H_DEX_BLUNT_03;-;ITMW_GS_2H_45;5,5;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_BLUNT;95;115;70;20;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do broni;375;PRAWDA;5;5;BRAK;BRAK;0,5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kowal;Obuchy;ItMw_2h_spear_12.3ds;PRAWDA
Stalowy młot;780,38;1 169,49;FAŁSZ;Poteżny młot, ciekawe czy da sie nim kuć.;ITEM_CAT_NF;ITEM_FLAG_2HD_OBUCH;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;ITMW_2H_DEX_BLUNT_02;-;ITMW_GS_2H_46;5,5;3;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_BLUNT;105;115;76;24;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do broni;375;PRAWDA;5;5;BRAK;BRAK;0,5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kowal;Obuchy;KM_2h_blunt_dex_02.3ds;PRAWDA
Poskramiacz zamieszek;934,95;1 407,78;FAŁSZ;Solidna, dwuręczna broń obuchowa używana do wprowadzania porządku.;ITEM_CAT_NF;ITEM_FLAG_2HD_OBUCH;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;ITMW_2H_DEX_BLUNT_05;-;ITMW_GS_2H_47;6,5;4;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_BLUNT;110;125;85;25;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do broni;375;FAŁSZ;5;5;BRAK;BRAK;1;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kowal;Obuchy;KM_2h_blunt_dex_03.3ds;PRAWDA
Knur;1 035,62;1 548,18;FAŁSZ;Nieco większa wersja Warchlaka.;ITEM_CAT_NF;ITEM_FLAG_2HD_OBUCH;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;ITMW_2H_DEX_BLUNT_01;-;ITMW_GS_2H_48;6,5;4;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_BLUNT;115;125;100;30;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do broni;375;FAŁSZ;5;5;BRAK;BRAK;1;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kowal;Obuchy;KM_2h_blunt_dex_01.3ds;PRAWDA
Stalowy gniew;1 056,22;1 591,56;FAŁSZ;Ciężki i potężny młot.;ITEM_CAT_NF;ITEM_FLAG_2HD_OBUCH;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;ITMW_2H_HAMMER_ILSE;-;ITMW_GS_2H_49;6,5;4;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_BLUNT;115;125;100;30;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do broni;400;FAŁSZ;5;5;BRAK;BRAK;1;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kowal;Obuchy;KM_ItMw_2H_Hammer_02.3ds;PRAWDA
Argument Hartwigów;1 148,08;1 753,73;FAŁSZ;Duma Hartwigów;ITEM_CAT_NF;ITEM_FLAG_2HD_OBUCH;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;ITMW_2H_HAMMER_03;-;ITMW_GS_2H_85;6,5;4;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_BLUNT;120;130;110;30;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do broni;400;FAŁSZ;5;5;BRAK;BRAK;1;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kowal;Obuchy;ITMW_2H_SPIKEHAMMER.3ds;PRAWDA
Miazga;1 148,08;1 753,73;FAŁSZ;Ta broń ma tylko jedno zadanie.;ITEM_CAT_NF;ITEM_FLAG_2HD_OBUCH;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;ITMW_2H_HAMMER_05;-;ITMW_GS_2H_50;6,5;4;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_BLUNT;120;125;110;30;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do broni;400;FAŁSZ;5;5;BRAK;BRAK;1;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kowal;Obuchy;KM_ItMw_2H_Hammer_05.3ds;PRAWDA
Piorun;1 330,48;2 057,26;FAŁSZ;Uderzy jak piorun z jasnego nieba.;ITEM_CAT_NF;ITEM_FLAG_2HD_OBUCH;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;ITMW_2H_HAMMER_03;-;ITMW_GS_2H_51;6,5;4;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_BLUNT;125;125;115;35;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Średni zestaw naprawczy do broni;400;FAŁSZ;5;5;BRAK;BRAK;1;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kowal;Obuchy;KM_ItMw_1H_Hammer_04.3ds;PRAWDA
Mistrzowska zbrodnia;1 955,62;3 174,89;FAŁSZ;Idealna do prawdziwych rozrób.;ITEM_CAT_NF;ITEM_FLAG_2HD_OBUCH;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;ITMW_2H_HAMMER_BIGBEN;-;ITMW_GS_2H_52;7;5;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_BLUNT;135;135;130;40;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Duży zestaw naprawczy do broni;425;FAŁSZ;5;5;BRAK;BRAK;1;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kowal;Obuchy;KM_BigBen_Hammer.3ds;PRAWDA
Nordmarski młot;2 419,42;3 920,62;FAŁSZ;Młot prosto z przepisu Nordmarskich kuźni.;ITEM_CAT_NF;ITEM_FLAG_2HD_OBUCH;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;ITMW_2H_HAMMER_01_GENERATE;-;ITMW_GS_2H_53;7;5;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_BLUNT;140;135;140;40;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Duży zestaw naprawczy do broni;450;FAŁSZ;5;5;BRAK;BRAK;1;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kowal;Obuchy;KM_ItMw_1H_Hammer_01.3ds;PRAWDA
Duma Kuźni;2 419,42;3 920,62;FAŁSZ;Młot rodziny Hartwig;ITEM_CAT_NF;ITEM_FLAG_2HD_OBUCH;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;ITMW_2H_HAMMER_01_GENERATE;-;ITMW_GS_2H_84;7;5;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_BLUNT;140;130;140;40;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Duży zestaw naprawczy do broni;450;FAŁSZ;5;5;BRAK;BRAK;1;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kowal;Obuchy;ITMW_2H_KNIGHTHAMMER.3ds;PRAWDA
Wojownicza gracja;2 883,88;4 677,15;FAŁSZ;Nazwa ma niewiele wspólnego z prawdą.;ITEM_CAT_NF;ITEM_FLAG_2HD_OBUCH;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;ITMW_2H_HAMMER_06;-;ITMW_GS_2H_54;7;5;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_BLUNT;145;135;150;40;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Duży zestaw naprawczy do broni;450;FAŁSZ;5;5;BRAK;BRAK;1;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kowal;Obuchy;KM_ItMw_2H_Hammer_06.3ds;PRAWDA
Wyszczerbiony kij;23,80;26,81;FAŁSZ;Kawałek drewna znaleziony w lesie, z postrzępionymi krawędziami.;ITEM_CAT_NF;ITEM_FLAG_SPEAR;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;ITMW_PATRON_NETTLES;-;ITMW_GS_2H_55;4;0;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_POINT;10;105;0;3;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Gałąź;50;PRAWDA;5;5;BRAK;BRAK;0,5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kowal/Crafting polowy;Włócznie;ItMw_2h_spear_03.3ds;PRAWDA
Pordzewiały kilof;#N/D;#N/D;FAŁSZ;Narzędzie służące do rozbijania skał i wydobywania rudy. Niestety jest już stare i nie można go naprawić.;ITEM_CAT_NF;ITEM_FLAG_2HD_SWD;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;ITMW_PATRON_VALBRYCHA;-;ITMW_GS_2H_55_1;3;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_EDGE;5;95;3;0;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;40;PRAWDA;5;5;BRAK;BRAK;0,5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Pordzewiała siekiera;#N/D;#N/D;FAŁSZ;Narzędzie stworzone z myślą o rąbania drewna, nie zdatne do naprawy.;ITEM_CAT_NF;ITEM_FLAG_2HD_SWD;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;ITMW_2H_BAU_AXE;-;ITMW_GS_2H_55_2;3;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_EDGE;5;95;3;0;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;BRAK;40;PRAWDA;5;5;BRAK;BRAK;0,5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Treningowa włócznia;#N/D;#N/D;FAŁSZ;Idealna włócznia do treningu.;ITEM_CAT_NF;ITEM_FLAG_SPEAR;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;-;-;ITMW_GS_2H_55_3;3;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_POINT;0;105;0;0;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Mały zestaw naprawczy do broni;275;PRAWDA;5;5;BRAK;BRAK;0,5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;;;FAŁSZ
Kilof;21,30;28,66;FAŁSZ;Narzędzie służące do rozbijania skał i wydobywania rudy. Wykonane z solidnego metalu i drewnianego trzonka.;ITEM_CAT_NF;ITEM_FLAG_2HD_SWD;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;ITMW_PATRON_VALBRYCHA;-;ITMW_GS_2H_56;3;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_EDGE;5;95;5;1;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Mały zestaw naprawczy do narzędzi;100;PRAWDA;5;5;BRAK;BRAK;0,5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Hutnik;;ItMw_020_2h_Pickaxe_01.3ds;PRAWDA
Siekiera;21,30;28,66;FAŁSZ;Narzędzie stworzone z żelaznej głowni osadzonej na drewnianym trzonku, używane do rąbania drewna.;ITEM_CAT_NF;ITEM_FLAG_2HD_SWD;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;ITMW_2H_BAU_AXE;-;ITMW_GS_2H_57;3;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_EDGE;10;110;10;2;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Mały zestaw naprawczy do narzędzi;100;PRAWDA;5;5;BRAK;BRAK;0,5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Hutnik;;ItMw_020_2h_Axe_Lumberjack_01.3ds;PRAWDA
Kosa;65,95;83,77;FAŁSZ;Narzędzie rolnicze używane do ścinania wysokich traw. Ostrze wykonane jest z solidnej stali.;ITEM_CAT_NF;ITEM_FLAG_SPEAR;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;ITMW_2H_BAU_SCYTHE;-;ITMW_GS_2H_58;4;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_EDGE;15;95;6;6;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Mały zestaw naprawczy do broni;100;PRAWDA;5;5;BRAK;BRAK;0,5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kowal;Inne;KM_ItMw_2H_BAU_Scythe.3ds;PRAWDA
Prymitywna włócznia;65,95;83,77;FAŁSZ;Włócznia zrobiona z prostego, ostro zakończonego kija. Broń często używana przez prymitywne plemiona.;ITEM_CAT_NF;ITEM_FLAG_SPEAR;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;ITMW_2H_SPEAR_08_GENERATE;-;ITMW_GS_2H_59;3;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_POINT;35;105;6;24;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Mały zestaw naprawczy do broni;275;PRAWDA;5;5;BRAK;BRAK;0,5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kowal;Włócznie;ItMw_2h_spear_08.3ds;PRAWDA
Ciężki topór drwala;120,13;153,06;FAŁSZ;Narzędzie pracy drwala z żelazną głowicą i drewnianym trzonkiem.;ITEM_CAT_NF;ITEM_FLAG_2HD_AXE;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;ITMW_1H_MISC_AXE_Q304_02;-;ITMW_GS_2H_60;4;1;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_EDGE;35;95;24;6;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Mały zestaw naprawczy do broni;275;PRAWDA;5;5;BRAK;BRAK;0,5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kowal;Topory;ItMw_025_2h_Misc_Axe_old_01.3ds;PRAWDA
Topór bojowy;159,38;210,43;FAŁSZ;Powszechnie używany topór z długim styliskiem i szerokim ostrzem, idealny do walki na bliski dystans.;ITEM_CAT_NF;ITEM_FLAG_2HD_AXE;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;ITMW_2H_SLD_AXE_Q304;-;ITMW_GS_2H_61;5;2;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_EDGE;50;105;32;8;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Mały zestaw naprawczy do broni;300;PRAWDA;5;5;BRAK;BRAK;0,5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kowal;Topory;ItMw_035_2h_sld_axe_01.3ds;PRAWDA
Krwawy orzeł;214,85;290,18;FAŁSZ;Symbol okrutnej legendy wikingów.;ITEM_CAT_NF;ITEM_FLAG_2HD_AXE;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;ITMW_HELLEBARDE;-;ITMW_GS_2H_62;4,5;2;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_EDGE;50;105;38;10;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Mały zestaw naprawczy do broni;300;PRAWDA;5;5;BRAK;BRAK;0,5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kowal;Topory;itmw_028_2h_halberd_01.3ds;PRAWDA
Kostur sędziego;193,38;257,35;FAŁSZ;Drewniany kostur, noszony przez sędziego jako symbol jego urzędu.;ITEM_CAT_NF;ITEM_FLAG_SPEAR;Weapon;TwoHanded;AdminWeaponTwoHanded;weapons2h;FAŁSZ;ITMW_RICHTSTAB;-;ITMW_GS_2H_63;4;2;Gamemaster;FAŁSZ;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;DAMAGE_POINT;60;115;10;38;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;;Mały zestaw naprawczy do broni;300;PRAWDA;5;5;BRAK;BRAK;0,5;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;BRAK;Kowal;Włócznie;ItMw_025_2h_Staff_02.3ds;PRAWDA
